Internal Reference,sku,Name,Website Product Category,Brand,Sales Price
93570,711719729099,Sony PS5 Dual Sense Wireless Controller - Galatic Purple,PLAYSTATION / PS5 CONTROLLER,SONY,22.75
93572,711719728092,Sony PS5 Dual Sense Wireless Controller - Ice Blue,PLAYSTATION / PS5 CONTROLLER,SONY,28.90
93571,711719728597,Sony PS5 Dual Sense Wireless Controller - Nova Pink,PLAYSTATION / PS5 CONTROLLER,SONY,22.75
93601,711719423294,Sony PS5 DualSense Wireless Controller - Grey Camouflage,,SONY,23.75
93536,711719827399,Sony PS5 DualSense Wireless Controller - Midnight Black,,SONY,22.75
93500,711719399803,Sony PS5 DualSense Wireless Controller - White,,SONY,22.75
93000,711719828693,Sony Playstation 5 Disc Edition Console - White,PLAYSTATION / CONSOLE,SONY,169.75
93001,711719425397,Sony Playstation Digital Console,PLAYSTATION / CONSOLE,SONY,133.75
10720,4948872415392,Sony Playstation VR2 Satandalone,VR GAMING / CONSOLE,SONY,174.75
,711719833994,Sony Pulse 3D Wireless Headset for PS5 - Black,PLAYSTATION / HEADSET,SONY,35.90
,711719387800,Sony Pulse 3D Wireless Headset for PS5 - White,PLAYSTATION / HEADSET,SONY,35.90
,813682023690,SteelSeries Stratus Duo Wireless Gaming Controller,,MSI,19.75
SPCW-CZFH221.11,SPCW-CZFH221.11,Streamplify CAM FHD 60FPS Webcam,ACCESSORIES / CAMERAS / WEB CAMERS,Streamplify,18.50
4251442506438,4251442506438,Streamplify HUB CTRL 7-RGB-BLACK-V1,PC COMPONENTS / LIGHTING ACCESSORIES,Streamplify,15.50
SPIR-LZ10112.11,SPIR-LZ10112.11,Streamplify LIGHT 10 - 27cm/10 Inch Ring Light,LIFESTYLE ACCESSORIES / SMART LIGHTS,Streamplify,9.50
SPIR-LZ14232.11,SPIR-LZ14232.11,Streamplify LIGHT 14 - 36cm/14 Inch Ring Light,LIFESTYLE ACCESSORIES / SMART LIGHTS,Streamplify,23.00
MIC-48-RGB-TP-BK,MIC-48-RGB-TP-BK,Streamplify MIC TRIPOD RGB Microphone With Tripod,ACCESSORIES / MICROPHONE & ACCESSORIES,Streamplify,18.00
SPSC-SZ1211G.11,SPSC-SZ1211G.11,Streamplify SCREEN LIFT 1.5M Green Screen,ACCESSORIES / PANELS & SCREENS / SCREENS,Streamplify,54.00
,722674121040,Tekken 7 Game for PS4 / PS5 - R1,,SONY,15.50
,,Test,,,0.00
,IM00034,Thermaltake UX100 ARGB Lightning CPU Cooler,PC COMPONENTS / FANS & COOLERS,Thermaltake,10.00
TEGC-2022101.11,TEGC-2022101.11,ThunderX3 Gaming Chair BC5-Black / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,59.00
TEGC-2022101.R1,TEGC-2022101.R1,ThunderX3 Gaming Chair BC5-Black-Red / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,59.00
TEGC-2023101.G1,TEGC-2023101.G1,ThunderX3 Gaming Chair BC7-Black-Green / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,69.00
TEGC-2023101.R1,TEGC-2023101.R1,ThunderX3 Gaming Chair BC7-Black-Red / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,69.00
TEGC-2036101.11,TEGC-2036101.11,ThunderX3 Gaming Chair DC3-Black / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,39.00
TEGC-2036101.C1,TEGC-2036101.C1,ThunderX3 Gaming Chair DC3-Black-Cyan / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,39.00
TEGC-2036101.R1,TEGC-2036101.R1,ThunderX3 Gaming Chair DC3-Black-Red / Race-Cushion-V1,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,ThunderX3,39.00
TIPS,,Tips,,,1.00
,731855032204,"Turtle Beach Ear Force Recon 200 Wired Headset For PS5 / PS4 Pro, Xbox One - White",ACCESSORIES / GAMING HEADSET,Turtle Beach,19.90
,,,PLAYSTATION / HEADSET,,
,,,XBOX,,
,731855032006,"Turtle Beach Ear Force Recon 200 Wired Headset for PS5 / PS4 Pro & PS4, Xbox One - Black",,Turtle Beach,19.90
,731855035557,"Turtle Beach Recon 70 Wired Headset For PS5 / PS4 Pro, Xbox One & Nintendo Switch - Black",,Turtle Beach,13.50
,731855033508,Turtle Beach Stealth 300 Wired Headset For PS5 / PS4 Pro - Black,ACCESSORIES / GAMING HEADSET,Turtle Beach,23.90
VP06-90-VIG,03-09-0207,Victorage Bravo Series PU Leather Gaming Chair - Delta Series - Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,129.90
G03-99-VNS,03-09-0209,Victorage Gaming Chair - Grey,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,49.90
V02-09-FNA,03-09-0214,Victorage Leather Gaming chair- Delta Series - White,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,129.90
V01-09-PUN,03-09-0206,Victorage PU Leather Chair - Crown Series - Beige,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,109.90
V01-90-UVB,03-09-0204,Victorage PU Leather Chair - Crown Series - Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,109.90
VG01-19-VIG,03-09-0205,Victorage PU Leather Chair - Crown Series - Multi Color,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,99.90
SDV02-99-VOR,03-09-0210,Victorage PVC Leather Gaming Chair - Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,89.90
V03-59-VOC,03-09-0213,Victorage Premium PU Leather Gaming Chair - Delta Series - Blue/Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,89.90
V03-19-VOC,03-09-0211,Victorage Premium PU Leather Gaming Chair - Delta Series - Red/Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,89.90
V03-09-VOC,03-09-0212,Victorage Premium PU Leather Gaming Chair - Delta Series - White/Black,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS,Victorage,89.90
,889842640847,XBOX Series X 1TB SSD - Black,XBOX / CONSOLES,XBOX,180.00
EN40757,EN40757,XIGMATEK Fury 850W Gold PSU,PC COMPONENTS / POWER SUPPLY,Xigmatek,42.00
EN40597,EN40597,XIGMATEK Titan 1200W Platinum,PC COMPONENTS / FANS & COOLERS,Xigmatek,79.00
AUSDX128GUI3XPGA2-R,02-05-0004,XPG 128GB Micro SDXC Card - Red & Black,,XPG,8.90
ASX6000LNP-1TT-C,04-04-0143,XPG 1TB SX6000 Lite PCIe Gen3x4 M.2 2280 Solid State Drive - SSD,PC COMPONENTS / SSD & HDD,XPG,14.50
AUSDX256GUI3XPGA2-R,02-05-0002,XPG 256GB Micro SDXC Card - Red & Black,,XPG,17.50
ASX6000LNP-256GT-C,04-04-0144,XPG 256GB SX6000 Lite PCIe Gen3x4 M.2 2280 Solid State Drive - SSD,PC COMPONENTS / SSD & HDD,XPG,6.90
AUSDX512GUI3XPGA2-R,02-05-0003,XPG 512GB Micro SDXC Card - Red & Black,,XPG,34.90
ASX6000LNP-512GT-C,04-04-0145,XPG 512GB SX6000 Lite PCIe Gen3x4 M.2 2280 Solid State Drive - SSD,PC COMPONENTS / SSD & HDD,XPG,9.90
ALPHA-BKCWW,03-45-0591,XPG Alpha Wired Gaming Mouse - Black,PC COMPONENTS / MOUSE,XPG,14.90
ALPHAWL-BKCWW,03-45-0592,XPG Alpha Wireless Gaming Mouse - Black,PC COMPONENTS / MOUSE,XPG,24.90
BATTLECRUSIER-BKCWW,04-05-0008,XPG BATTLECRUISER Mid-Tower PC Case - Black,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,39.90
BATTLEGROUNDL-BKCWW,03-45-0647,XPG BATTLEGROUND L Gaming Mouse Pad - Black,ACCESSORIES / MOUSEPAD,XPG,6.90
BATTLEGROUNDXL-BKCWW,03-06-0001,XPG Battleground XL Extra Large  Gaming Mouse Pad - Black,ACCESSORIES / MOUSEPAD,XPG,12.50
BATTLEGROUNDXLPRIME-BKCWW,03-06-0002,XPG Battleground XL Prime RGB Lighting Extra Large Gaming Mouse Pad - Black,ACCESSORIES / MOUSEPAD,XPG,17.50
AX5U6400C4016G-DCCARGY,04-06-0167,XPG CASTER RGB DDR5 32GB (2x16GB) 6400MHz - Desktop Memory RAM,PC COMPONENTS / COMPUTER MEMORY,XPG,86.90
COREREACTOR650G-BKCGB,04-07-0004,XPG CORE REACTOR Modular 650W Power Supply,PC COMPONENTS / POWER SUPPLY,XPG,36.00
CYBERCORE1000-BKCGB,04-07-0064,XPG CYBERCORE 1000W Platinum Power Supply - Black,PC COMPONENTS / POWER SUPPLY,XPG,74.90
CYBERCORE1300-BKCGB,04-07-0065,XPG CYBERCORE 1300W Platinum Power Supply - Black,PC COMPONENTS / POWER SUPPLY,XPG,109.90
AX5U6000C4016G-CCARGY,04-06-0116,XPG Caster RGB - 16GB - DDR5 - 6000MHz - Desktop Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,59.90
COREREACTOR850G-BKCGB,04-07-0006,XPG Core Reactor 850W - Power Supply,PC COMPONENTS / POWER SUPPLY,XPG,42.50
COREREACTOR750G-BKCGB,04-07-0005,XPG Core Reactor-750W - Power Supply,PC COMPONENTS / POWER SUPPLY,XPG,38.00
cruiserst-bkcww,04-05-0113,XPG Cruiser Super Mid-Tower Chassis (with 3 ARGB Fans) PC Case - Black,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,29.90
cruiserst-whcww,04-05-0114,XPG Cruiser Super Mid-Tower Chassis (with 3 ARGB Fans) PC Case - White,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,29.90
Defender-BKCWW,04-05-0103,XPG Defender Mid Tower Chassis PC Case - Black,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,22.50
Defender-WHCWW,04-05-0102,XPG Defender Mid Tower Chassis PC Case - White,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,22.50
DEFENDERPRO-BKCWW,05-18-0002,XPG Defender Pro Mid-Tower Chassis PC Case - Black,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,29.90
DEFENDERPRO-WHCWW,05-18-0003,XPG Defender Pro Mid-Tower Chassis PC Case - White,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,29.90
Emix H20,03-08-0022,XPG EMIX H20 Gaming Wired Headset - Black,ACCESSORIES / GAMING HEADSET,XPG,12.50
LEVANTE240-BKCWW,04-08-0001,XPG EPS LEVANTE 240 Addressable RGB CPU Liquid Cooler,PC COMPONENTS / FANS & COOLERS,XPG,39.90
AX4U360016G18I-DCBKD45G,04-06-0082,XPG GAMMIX D45G - 32GB ( 2 x 16GB ) DDR4 3600MHz  - Desktop Gaming Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,29.90
AX4U44008G19K-DCBKD45G,04-06-0083,XPG GAMMIX D45G RGB DDR4 4400MHz 16GB (2x8GB) SDRAM PC4-35200 Desktop Gaming Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,29.90
AGAMMIXS50L-1T-C,04-04-0030,XPG GAMMIX S50 Lite 1TB SSD M.2 - Internal Solid State Drive - Silver,PC COMPONENTS / SSD & HDD,XPG,37.50
AX4U36008G18I-DCWHD45G,04-06-0143,XPG Gammix D45G RGB DDR4 3600MHz 16GB (2x8GB) 288 - Pin SD RAM PC4 - 28800 Memory RAM Kit - White,PC COMPONENTS / COMPUTER MEMORY,XPG,17.50
AGAMMIXS50L-512G-CS,04-04-0066,XPG Gammix S50 Lite 512GB SSD M.2 Internal Solid State Drive - Silver,PC COMPONENTS / SSD & HDD,XPG,24.90
AGAMMIXS70-1T-C,04-21-0002,XPG Gammix S70 1TB SSD Internal Solid State Drive - Silver,PC COMPONENTS / SSD & HDD,XPG,69.90
AGAMMIXS70-2T-C,04-21-0003,XPG Gammix S70 2TB SSD Internal Solid State Drive - Silver,PC COMPONENTS / SSD & HDD,XPG,109.90
AGAMMIXS70B-1T-CS,04-04-0068,XPG Gammix S70 Blade 1TB SSD Compatible with PS5 Internal Solid State Drive - Black,PC COMPONENTS / SSD & HDD,XPG,49.90
AGAMMIXS70B-2T-CS,04-04-0069,XPG Gammix S70 Blade 2TB SSD - PS5 Compatible Internal Solid State Drive - Black,PC COMPONENTS / SSD & HDD,XPG,79.90
AGAMMIXS70B-4T-CS,03-04-0030,XPG Gammix S70 Blade 4TB SSD - PS5 Compatible Internal Solid State Drive - Black,,XPG,169.90
AGAMMIXS70B-512G-CS,05-02-0269,XPG Gammix S70 Blade 512GB SSD Compatible with PS5 Internal Solid State Drive - Black,PC COMPONENTS / SSD & HDD,XPG,34.90
HURRICANE120ARGBPWM,04-08-0139,XPG HURRICANE 120 ARGB PWM,PC COMPONENTS / FANS & COOLERS,XPG,7.90
AX4U320016G16A-SBHT,04-06-0145,XPG Hunter DDR4-3200 U-DIMM Desktop Gaming Memory RAM 16GB - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,17.50
INFAREX K10,03-45-0005,XPG INFAREX K10 Gaming Wired Keyboard - Black,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,14.90
INFAREX M20,03-06-0009,XPG INFAREX M20 Gaming Wired Mouse - Black,PC COMPONENTS / MOUSE,XPG,9.90
INVADER-WHCWW,04-05-0011,XPG INVADER Mid-Tower Gaming Chassis PC Case - White,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,19.90
INVADER-BKCWW,04-05-0012,XPG INVADER Mid-Tower Gaming PC Chassis Case -Black,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,19.90
AX5U5600C3616G-DCLARBK,04-06-0169,XPG LANCER RGB DDR5 32GB (2x16GB) 5600MHz - Desktop Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,54.00
AX5U5200C3816G-DCLARWH,04-06-0179,XPG Lancer - 32GB (2X16GB) - 5200MHz RGB DDR5 Memory RAM - White,PC COMPONENTS / COMPUTER MEMORY,XPG,51.00
AX5U6400C3216G-DCLARWH,04-06-0176,XPG Lancer - 32GB (2x16GB) - 6400MHz RGB DDR5 Memory RAM - White,PC COMPONENTS / COMPUTER MEMORY,XPG,59.90
AX5U6000C3016G-DCLARWH,04-06-0177,XPG Lancer 32GB (2X16GB) 6000MHz RGB DDR5 Memory RAM - White,PC COMPONENTS / COMPUTER MEMORY,XPG,74.00
AX5U5600C3616G-DCLARWH,04-06-0168,XPG Lancer DDR5 32GB (2x16GB) 5600Mhz - Desktop Memory RAM - White,PC COMPONENTS / COMPUTER MEMORY,XPG,54.00
AX5U5200C3816G-DCLABK,04-04-0139,XPG Lancer DDR5 Desktop Memory RAM - 32GB (2x16GB) 5200MHz CL38-38-38 - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,29.90
AX5U5200C3816G-DCLARBK,04-06-0091,XPG Lancer DDR5 RGB 5200MHz 32GB (2x16GB) UDIMM Desktop SDRAM Memory RAM Kit - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,29.90
LEVANTE360-BKCWW,08-66-0001,XPG Levante 360 CPU Liquid Cooler - Black,PC COMPONENTS / FANS & COOLERS,XPG,49.90
MAGE104RD-BKCWW,03-45-0418,XPG Mechanical Gaming Wired Keyboard - Black,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,24.90
AX4S32008G20I-SBHT,04-06-0142,XPG Memory RAM DDR4 8GB 3200Mhz XPG Hunter Laptop - Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,9.50
PRECOG S-BKCWW,03-45-0648,XPG PRECOG S Wired Gaming Headset - Black,ACCESSORIES / GAMING HEADSET,XPG,9.90
PYLON450B-BKCGB,04-07-0024,XPG PYLON 450W Bronze - Desktop Power Supply - Black,PC COMPONENTS / POWER SUPPLY,XPG,17.50
PYLON550B-BKCGB,04-07-0023,XPG PYLON 550W Bronze - Desktop Power Supply Bronze - Black,PC COMPONENTS / POWER SUPPLY,XPG,20.00
PYLON650B-BKCGB,01-66-0001,XPG PYLON 650W 80 Plus Bronze - Desktop Power Supply - Black,PC COMPONENTS / POWER SUPPLY,XPG,22.50
PYLON750B-BKCGB,04-07-0025,XPG PYLON 750W Bronze - Desktop Power Supply - Black,PC COMPONENTS / POWER SUPPLY,XPG,27.50
PRECOG ANALOG,03-45-0007,XPG Precog Analog Gaming Wired Headset - Black,ACCESSORIES / GAMING HEADSET,XPG,29.90
Precog,03-08-0001,XPG Precog Gaming Wired Headset - Black & Red,ACCESSORIES / GAMING HEADSET,XPG,39.90
PRECOG S-WHCWW,03-45-0822,XPG Precog S - Wired Gaming Headset - White,ACCESSORIES / GAMING HEADSET,XPG,9.90
ARGBSTRIP-BKCWW,06-01-0080,XPG Prime ARGB LED Strip - White,PC COMPONENTS / LIGHTING ACCESSORIES,XPG,12.50
ARGBEXCABLE-MB-BKCWW,04-07-0001,XPG Prime ARGB Motherboard Extension Cable - White,PC COMPONENTS / CABLES,XPG,17.50
ARGBEXCABLE-VGA-BKCWW,04-07-0002,XPG Prime ARGB VGA Extension Cable - White,PC COMPONENTS / CABLES,XPG,14.90
PRIMER-BKCWW,03-06-0010,XPG Primer Gaming Wired Mouse - Black,PC COMPONENTS / MOUSE,XPG,14.90
AX4U36008G17H-DC50R,04-06-0111,XPG ROG D50 - 16GB (2x8GB) - 3600MHz RGB DDR4 - Desktop Gaming Memory RAM Kit - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,27.50
SCARAB104-BKCME,03-45-0419,XPG SCARAB Arabic / English Keycaps - Black,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,9.90
SLINGSHOT-BKCWW,03-45-0646,XPG SLINGSHOT Wired Gaming Mouse - Black,PC COMPONENTS / MOUSE,XPG,12.90
AX4U36008G18I-DCBKD45G,04-06-0087,XPG SPECTRIX D45G 16GB (2x8GB) RGB DDR4 3600MHz - Desktop Gaming Memory RAM - Black,PC COMPONENTS / COMPUTER MEMORY,XPG,17.50
AX4U360016G18I-DCWHD45G,04-06-0144,XPG SPECTRIX D45G RGB 32GB (16GBx2) - DDR4 3600MHz - Memory RAM Kit - White,PC COMPONENTS / COMPUTER MEMORY,XPG,29.90
AX4U413338G19J-DW50,04-06-0019,XPG SPECTRIX D50 - 16GB (2x8GB) DDR4 - 4133MHz - Desktop Gaming Memory RAM Kit - White,PC COMPONENTS / COMPUTER MEMORY,XPG,39.90
ASPECTRIXS20G-1T-C,04-04-0057,XPG SPECTRIX S20G 1TB SSD Internal Solid State Drive - Grey,PC COMPONENTS / SSD & HDD,XPG,29.90
ASPECTRIXS20G-500G-C,04-04-0056,XPG SPECTRIX S20G 500GB Internal Solid State Drive - Grey,PC COMPONENTS / SSD & HDD,XPG,17.50
AS40G-2TT-C,04-04-0035,XPG SPECTRIX S40G 2TB SSD Internal Solid State Drive,PC COMPONENTS / SSD & HDD,XPG,69.90
AS40G-512GT-C,04-04-0033,XPG SPECTRIX S40G 512GB SSD Internal Solid State Drive - Black,PC COMPONENTS / SSD & HDD,XPG,22.50
SUMMONER4B-BKCWW,03-07-0009,XPG SUMMONER Gaming Wired Keyboard - Black,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,29.90
ASX8100NP-256GT-C,04-04-0043,XPG SX8100 256GB SSD Internal Solid State Drive - Black,PC COMPONENTS / SSD & HDD,XPG,14.90
AX4U360016G17H-DC50R,04-06-0117,XPG Spectrix D50 RGB 32GB (16GBx2) ROG Certified DDR4 3600MHz RAM Memory,PC COMPONENTS / COMPUTER MEMORY,XPG,52.50
AS40G-256GT-C,04-04-0032,XPG Spectrix S40G RGB PCIE GEN3X4 M.2 2280 Solid State Drive - 256GB,PC COMPONENTS / SSD & HDD,XPG,12.50
SUMMONER4A-BKCWW,03-07-0008,XPG Summoner Gaming Wired Keyboard - Black,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,29.90
SUMMONER4C-BKCWW,03-45-0006,XPG Summoner Gaming Wired Keyboard - Silver,PC COMPONENTS / KEYBOARDS & ACCESSORIES,XPG,29.90
VALORAIRMT-BKCWW,04-05-0161,XPG VALOR AIR Mid Tower Chassis PC Case - Black ,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,14.90
VALORAIRMT-WHCWW,04-05-0162,XPG VALOR AIR Mid Tower Chassis PC Case - White ,PC COMPONENTS / PC CASE / MID-TOWER CASE,XPG,14.90
VENTO120ARGB-BKCWW,04-08-0019,XPG Vento 120 ARGB PC Fan - Black,PC COMPONENTS / FANS & COOLERS,XPG,6.00
VENTO120-BKCWW,04-08-0018,XPG Vento 120 PC Fan - Black,PC COMPONENTS / FANS & COOLERS,XPG,3.00
VENTOPRO120PWM-BKCWW,04-08-0037,XPG Vento Pro 120 PWM Fan,PC COMPONENTS / FANS & COOLERS,XPG,9.90
XENIA15I7G11H3070LX,03-77-0014,XPG Xenia 15 Inch KC Intel i7 -11800H CPU With GeForce RTX 3070 1TB - Gaming Notebook Laptop ,GAMING PC / GAMING LAPTOP,XPG,699.90
XENIAXe15TI7G11GXELX,01-14-0003,XPG Xenia Xe Lifestyle Gaming Ultrabook - Core i7 - 16GB RAM - 1TB SSD - 15.6 Inch Display - Laptop - Silver,GAMING PC / GAMING LAPTOP,XPG,399.90
75523,889842717075,Xbox Elite Wireless Controller Series 2 - Core White,,XBOX,49.75
75500,889842654790,Xbox New Wireless Controller - Black,XBOX / CONTROLLERS,XBOX,19.75
75512,889842654752,Xbox New Wireless Controller - Shock Blue,,XBOX,22.75
75501,889842654714,Xbox New Wireless Controller - White,XBOX / CONTROLLERS,XBOX,19.75
75511,889842716511,Xbox Series X & S Wireless Controller - Electric Volt,,XBOX,23.75
75525,889842716481,Xbox Wireless Controller - Daystrike Camo Red,,XBOX,22.75
75526,889842765342,Xbox Wireless Controller - Lunar Shift SE,,XBOX,23.75
75524,889842823950,Xbox Wireless Controller - Mineral Camo,,XBOX,22.75
,889842716559,Xbox Wireless Controller Series S/X - Aqua Shift Special Edition,XBOX / CONTROLLERS,XBOX,27.90
EN46850,EN46850,Xigmatek Apex Series RGB Gaming Desk APEX TWO,ACCESSORIES / GAMING CHAIRS & DESKS / GAMING DESK,Xigmatek,49.00
EN49813,EN49813,Xigmatek G1 RGB Gaming Mouse,PC COMPONENTS / MOUSE,Xigmatek,5.00
EN46461,EN46461,Xigmatek Galaxy III Essential,PC COMPONENTS / FANS & COOLERS,Xigmatek,12.00
EN45433,EN45433,"Xigmatek Galaxy III Essential 3x BX120 Fans, ARGB",PC COMPONENTS / FANS & COOLERS,Xigmatek,12.00
EN44481,EN44481,Xigmatek Hydra M 750 - PSU,PC COMPONENTS / POWER SUPPLY,Xigmatek,29.00
EN47703,EN47703,Xigmatek Liquid Killer X 360 AIO Liquid Cooler,PC COMPONENTS / FANS & COOLERS,Xigmatek,36.00
EN44627,EN44627,Xigmatek Minotaur 750W Power Supply,PC COMPONENTS / POWER SUPPLY,Xigmatek,37.00
EN46416,EN46416,Xigmatek OVERTAKE RGB Full Tower Case - Black,PC COMPONENTS / PC CASE / ATX CASE,Xigmatek,44.00
EN43392,EN43392,Xigmatek Zeus Mid Tower Case,PC COMPONENTS / PC CASE / MID-TOWER CASE,Xigmatek,49.50
EN46027,EN46027,Xigmatek Zeus Spectrum Edition Mid Tower Case,PC COMPONENTS / PC CASE / MID-TOWER CASE,Xigmatek,48.00
EN48205,EN48205,Xigmatek thermal Greece Killer S,PC COMPONENTS / FANS & COOLERS,Xigmatek,1.50
ZT-D40810B-10P,ZT-D40810B-10P,ZOTAC GAMING GEFORCE RTX 4080 16GB AMP EXTREME AIRO GDDR6X VGA CARD,PC COMPONENTS / GRAPHICS CARD,Zotac,409.00
ZT-D40600P-10SMP,ZT-D40600P-10SMP,ZOTAC GAMING GeForce RTX 4060 8GB OC Spider-Manâ„¢,PC COMPONENTS / GRAPHICS CARD,Zotac,115.00
ZT-D40600G-10L,ZT-D40600G-10L,ZOTAC GAMING GeForce RTX 4060 8GB SOLO GDDR6,PC COMPONENTS / GRAPHICS CARD,Zotac,113.00
ZT-D40600Q-10M,ZT-D40600Q-10M,ZOTAC GAMING GeForce RTX 4060 8GB TWIN EDGE OC WHITE ED GDDR6,PC COMPONENTS / GRAPHICS CARD,Zotac,119.00
ZT-D40620F-10SMP,ZT-D40620F-10SMP,ZOTAC GAMING GeForce RTX 4060 Ti 16GB AMP Spider-Man,PC COMPONENTS / GRAPHICS CARD,Zotac,189.00
ZT-D40900B-10P,ZT-D40900B-10P,ZOTAC GAMING GeForce RTX 4090 AMP Extreme AIRO 24GB GDDR6X,PC COMPONENTS / GRAPHICS CARD,Zotac,599.00
ZT-D40710Q-10P,ZT-D40710Q-10P,ZOTAC GeForce RTX 4070 Ti Trinity OC white Gaming card,PC COMPONENTS / GRAPHICS CARD,Zotac,319.00
,4012927104620,eFootball PES 2020 Game For PS4 / PS5 - R2(Arabic),,SONY,23.00
